DateTime;Battery;Heading;Pitch;Roll;Pressure;Temperature;AnalogIn1;AnalogIn2;Speed#1(1.5m);Dir#1(1.5m);Speed#2(2.5m);Dir#2(2.5m);Speed#3(3.5m);Dir#3(3.5m);Speed#4(4.5m);Dir#4(4.5m);Speed#5(5.5m);Dir#5(5.5m);Speed#6(6.5m);Dir#6(6.5m);Speed#7(7.5m);Dir#7(7.5m);Speed#8(8.5m);Dir#8(8.5m);Speed#9(9.5m);Dir#9(9.5m);Speed#10(10.5m);Dir#10(10.5m);Speed#11(11.5m);Dir#11(11.5m);Speed#12(12.5m);Dir#12(12.5m)
10/08/2023 08:00;11.6;326.3;-8.7;8.8;15.26;18.84;0;0;0.068;99.32;0.044;82.23;0.089;135;0.071;155.96;0.046;147.34;0.057;135;0.067;130.14;0.078;84.87;0.068;91.68;0.079;103.16;0.068;90;0.06;75.5
10/08/2023 08:10;11.6;326.3;-8.7;8.8;15.246;18.85;0;0;0.054;27.51;0.039;97.31;0.02;104.74;0.036;48.37;0.024;41.63;0.047;68.88;0.035;49.57;0.046;61.19;0.021;87.27;0.033;113.43;0.051;76.5;0.06;42.98
10/08/2023 08:20;11.6;326.3;-8.7;8.8;15.262;18.87;0;0;0.014;158.96;0.095;87.59;0.025;165.96;0.034;110.56;0.038;66.8;0.045;19.65;0.048;38.29;0.061;62.59;0.065;68.2;0.05;55.67;0.058;107.18;0.08;125.29
10/08/2023 08:30;11.6;326.3;-8.7;8.8;15.243;18.88;0;0;0.065;98;0.066;116.95;0.042;178.64;0.041;155.32;0.05;79.59;0.038;152.1;0.017;113.63;0.053;77.01;0.047;91.22;0.024;85.24;0.071;103.84;0.014;123.69
10/08/2023 08:40;11.6;326.3;-8.7;8.8;15.255;18.89;0;0;0.052;171.09;0.062;135.66;0.047;309.81;0.088;19.26;0.028;42.14;0.048;94.76;0.052;110.17;0.023;131.42;0.046;164.74;0.057;130.71;0.124;112.83;0.118;85.16
10/08/2023 08:50;11.6;326.3;-8.7;8.8;15.252;18.92;0;0;0.09;262.95;0.004;104.04;0.027;45;0.009;6.34;0.077;49.24;0.066;46.85;0.056;86.93;0.049;61.86;0.015;53.13;0.053;155.38;0.026;72.26;0.066;75.96
10/08/2023 09:00;11.6;326.4;-8.7;8.7;15.242;18.92;0;0;0.02;197.53;0.014;146.31;0.072;70.56;0.012;70.02;0.068;63.81;0.045;87.46;0.047;182.44;0.074;138.3;0.05;99.27;0.076;90;0.063;80.84;0.078;108.67
10/08/2023 09:10;11.6;326.3;-8.7;8.8;15.28;19.04;0;0;0.069;258.37;0.055;172.75;0.04;57.09;0.032;95.36;0.076;96.01;0.052;100.01;0.077;143.43;0.123;158.63;0.104;140.05;0.099;96.98;0.121;88.58;0.132;74.59
10/08/2023 09:20;11.6;326.3;-8.7;8.8;15.275;19.07;0;0;0.061;100.39;0.09;91.27;0.082;35.62;0.089;63.15;0.077;85.54;0.057;47.12;0.052;49.64;0.1;68.84;0.111;76.46;0.042;87.27;0.042;90;0.097;79.85
10/08/2023 09:30;11.6;326.3;-8.7;8.8;15.241;19.11;0;0;0.038;166.33;0.055;31.68;0.068;41.42;0.07;80.13;0.107;52.59;0.087;35.15;0.055;82.75;0.036;52.82;0.04;43.99;0.05;50.63;0.051;79.8;0.088;44.54
10/08/2023 09:40;11.6;326.3;-8.7;8.8;15.239;18.98;0;0;0.064;324.57;0.069;70.51;0.062;54.25;0.076;11.46;0.081;31.93;0.08;34.29;0.104;39.95;0.115;46.41;0.119;43.64;0.163;357.19;0.087;20.94;0.091;44.56
10/08/2023 09:50;11.6;326.3;-8.7;8.8;15.252;18.96;0;0;0.027;38.99;0.08;65.67;0.061;4.69;0.037;47.2;0.086;68.2;0.075;60.35;0.062;52.21;0.063;80.84;0.081;70.44;0.092;31.28;0.065;69.34;0.087;40.31
10/08/2023 10:00;11.6;326.3;-8.7;8.8;15.271;19.05;0;0;0.082;104.04;0.064;46.27;0.01;0;0.083;52.85;0.097;36.63;0.063;38.52;0.074;41.19;0.117;32.06;0.105;52.36;0.137;45.59;0.104;60.73;0.09;40.05
10/08/2023 10:10;11.6;326.4;-8.7;8.8;15.294;19.09;0;0;0.05;87.71;0.07;288.43;0.03;289.65;0.07;345.17;0.047;21.12;0.045;339.15;0.042;316.91;0.03;336.04;0.04;343.86;0.044;22.52;0.128;8.51;0.181;354.6
10/08/2023 10:20;11.6;326.3;-8.7;8.7;15.303;19.12;0;0;0.039;349.56;0.041;64.06;0.013;347.01;0.026;329.42;0.059;18.74;0.039;48.12;0.038;41.76;0.061;55.01;0.072;53.45;0.081;37.44;0.117;9.87;0.112;16.02
10/08/2023 10:30;11.6;326.3;-8.7;8.8;15.264;19.06;0;0;0.032;53.84;0.049;84.17;0.08;44.49;0.063;349.94;0.02;336.04;0.058;55.49;0.059;20.9;0.064;45.63;0.047;53.62;0.086;79.22;0.124;45;0.152;40.72
10/08/2023 10:40;11.6;326.3;-8.7;8.8;15.269;19.12;0;0;0.02;261.47;0.049;348.23;0.056;350.71;0.069;23.2;0.037;15.52;0.084;31.43;0.104;59.51;0.08;50.1;0.092;38.85;0.106;25.84;0.081;52;0.116;9.95
10/08/2023 10:50;11.6;326.3;-8.7;8.7;15.278;19.2;0;0;0.036;270;0.044;91.3;0.047;48.47;0.032;122.2;0.025;14.04;0.073;24.12;0.092;30.75;0.072;24.44;0.104;59.98;0.113;80.87;0.11;63.43;0.142;53.29
10/08/2023 11:00;11.6;326.3;-8.7;8.7;15.29;19.19;0;0;0.022;108.43;0.046;116;0.018;356.82;0.039;21.25;0.072;68.79;0.091;74.14;0.103;85.56;0.151;101.46;0.11;94.68;0.078;53.86;0.116;55.9;0.115;61.87
10/08/2023 11:10;11.6;326.4;-8.7;8.8;15.304;19.25;0;0;0.014;72.9;0.063;358.18;0.001;0;0.041;90;0.053;8.75;0.046;68.43;0.1;93.43;0.098;92.92;0.1;95.71;0.084;40.16;0.096;40.79;0.095;12.72
10/08/2023 11:20;11.6;326.4;-8.7;8.8;15.283;19.23;0;0;0.056;295.2;0.026;278.75;0.047;17.28;0.058;20.32;0.073;37.81;0.04;63.43;0.096;76.11;0.051;61.93;0.043;79.22;0.028;100.12;0.054;56.31;0.102;9.55
10/08/2023 11:30;11.6;326.3;-8.7;8.8;15.266;19;0;0;0.081;80.77;0.069;106.86;0.028;171.87;0.046;191.31;0.075;158.2;0.042;164.98;0.036;105.95;0.046;24.34;0.031;45;0.057;76.93;0.088;40.39;0.108;22.78
10/08/2023 11:40;11.6;326.3;-8.7;8.8;15.303;18.98;0;0;0.034;148.17;0.092;123.86;0.052;124.9;0.091;141.24;0.055;146.89;0.042;163.3;0.048;172.87;0.048;177.61;0.073;169;0.017;169.99;0.086;2.66;0.066;352.12
10/08/2023 11:50;11.6;326.3;-8.7;8.8;15.318;18.95;0;0;0.006;128.66;0.081;120.36;0.088;132.23;0.047;143.62;0.03;133.67;0.057;132.88;0.054;161.57;0.064;169.22;0.035;171.87;0.037;239.3;0.113;307.48;0.205;325.15
10/08/2023 12:00;11.6;326.3;-8.7;8.8;15.299;18.9;0;0;0.112;110.85;0.048;90;0.109;87.37;0.061;140.31;0.036;186.34;0.034;143.47;0.045;140.36;0.022;195.95;0.061;311.01;0.035;340.02;0.045;135;0.108;346.61
10/08/2023 12:10;11.6;326.3;-8.7;8.8;15.287;18.85;0;0;0.128;144.57;0.059;87.09;0.043;114.78;0.1;122.74;0.159;143.71;0.097;129.58;0.071;98.13;0.042;132.09;0.02;210.47;0.036;149.86;0.011;349.7;0.098;353.53
10/08/2023 12:20;11.6;326.3;-8.7;8.8;15.323;18.82;0;0;0.139;133.83;0.145;114.44;0.094;120.65;0.122;137;0.08;92.86;0.009;90;0.002;63.43;0.084;159.84;0.043;162.41;0.055;316.47;0.038;12.2;0.086;34.61
10/08/2023 12:30;11.6;326.3;-8.7;8.8;15.314;18.78;0;0;0.121;157.67;0.122;146.05;0.074;175.36;0.094;166.41;0.157;145.4;0.136;147.59;0.06;132.98;0.033;160.46;0.053;135.76;0.041;164.62;0.038;288.43;0.04;336.61
10/08/2023 12:40;11.6;326.3;-8.7;8.7;15.309;18.76;0;0;0.089;123.51;0.138;114.89;0.069;155.28;0.074;145.45;0.068;142.79;0.044;166.91;0.039;144.29;0.074;155.17;0.055;211.68;0.053;251.22;0.053;271.08;0.054;314.26
10/08/2023 12:50;11.6;326.3;-8.7;8.7;15.301;18.73;0;0;0.047;115.46;0.061;146.31;0.1;137.42;0.123;111.37;0.069;100.01;0.058;141.34;0.06;145.24;0.036;93.18;0.063;79.94;0.023;340.02;0.051;169.8;0.01;348.69
10/08/2023 13:00;11.6;326.3;-8.7;8.8;15.312;18.72;0;0;0.092;139.4;0.044;115.41;0.078;134.48;0.117;133.96;0.099;130.1;0.074;116.57;0.055;143.13;0.056;175.91;0.056;203.33;0.04;225;0.062;211.91;0.09;320.84
10/08/2023 13:10;11.6;326.3;-8.7;8.8;15.305;18.7;0;0;0.101;130.17;0.099;145.67;0.108;123.25;0.149;95.4;0.154;110.56;0.101;124.48;0.037;147.17;0.072;202.99;0.088;170.86;0.039;165.26;0.034;26.57;0.062;42.4
10/08/2023 13:20;11.6;326.3;-8.7;8.8;15.279;18.7;0;0;0.087;88.68;0.085;175.29;0.096;117.37;0.083;45.49;0.089;74.41;0.119;79.82;0.047;66.16;0.019;71.57;0.031;22.48;0.035;3.27;0.049;353.02;0.123;348.23
10/08/2023 13:30;11.6;326.3;-8.7;8.7;15.279;18.69;0;0;0.146;106.32;0.102;122.6;0.101;96.28;0.032;145.3;0.082;143.41;0.075;130.68;0.051;130.24;0.052;151.48;0.059;174.19;0.026;210.58;0.017;154.98;0.034;353.29
10/08/2023 13:40;11.6;326.3;-8.7;8.7;15.301;18.68;0;0;0.126;109.44;0.087;153.43;0.088;175.45;0.079;150.52;0.064;103.6;0.04;101.59;0.036;114.44;0.056;104.53;0.033;139.97;0.03;74.58;0.019;62.1;0.037;327.17
10/08/2023 13:50;11.6;326.3;-8.7;8.7;15.304;18.68;0;0;0.042;144.78;0.091;180.63;0.067;170.54;0.078;179.27;0.116;144.81;0.063;133.07;0.063;87.27;0.079;116.24;0.053;148.11;0.039;182.94;0.067;354.88;0.118;26.78
10/08/2023 14:00;11.6;326.2;-8.7;8.8;15.309;18.68;0;0;0.095;138.42;0.053;185.39;0.125;125.22;0.095;96.07;0.068;147.01;0.066;151.11;0.076;141.93;0.06;141.79;0.037;162.55;0.027;289.8;0.12;304.48;0.159;311.19
10/08/2023 14:10;11.6;326.3;-8.7;8.8;15.314;18.68;0;0;0.16;132.97;0.087;159.06;0.064;152.24;0.141;149.8;0.102;130.24;0.105;97.67;0.137;81.63;0.064;63.03;0.022;87.4;0.021;19.29;0.074;349.14;0.092;358.75
10/08/2023 14:20;11.6;326.2;-8.7;8.8;15.265;18.68;0;0;0.117;85.6;0.021;119.05;0.054;138.01;0.075;111.8;0.098;117.35;0.119;91.93;0.094;80.84;0.049;96.98;0.003;0;0.055;7.25;0.071;348.69;0.088;343.43
10/08/2023 14:30;11.6;326.2;-8.7;8.8;15.255;18.68;0;0;0.012;189.46;0.052;172.33;0.101;139.4;0.082;170.19;0.065;141.2;0.095;152.35;0.067;153.43;0.006;128.66;0.028;304.82;0.08;10.05;0.135;16.82;0.144;11.23
10/08/2023 14:40;11.6;326.3;-8.7;8.8;15.277;18.67;0;0;0.052;186.58;0.061;178.12;0.051;130.24;0.062;152.2;0.102;168.14;0.102;144.14;0.089;122.62;0.035;88.36;0.019;71.57;0.077;337.78;0.083;350.31;0.098;9.37
10/08/2023 14:50;11.6;326.2;-8.7;8.8;15.242;18.67;0;0;0.022;56.31;0.013;153.43;0.057;158.39;0.083;179.31;0.121;143.41;0.051;169.8;0.026;81.25;0.023;99.87;0.049;23.96;0.113;8.63;0.132;7.39;0.058;10.92
10/08/2023 15:00;11.6;326.3;-8.7;8.8;15.216;18.66;0;0;0.024;163.07;0.135;139.21;0.048;208.71;0.108;151.77;0.101;154.2;0.077;151.45;0.044;138.69;0.036;133.88;0.06;141.04;0.062;14.04;0.073;348.07;0.121;349.53
10/08/2023 15:10;11.6;326.3;-8.7;8.8;15.203;18.66;0;0;0.092;56.14;0.077;94.46;0.106;130.43;0.089;155.45;0.078;120.2;0.107;120.87;0.085;118.07;0.073;99.46;0.066;118.12;0.081;0.71;0.074;59.97;0.067;356.58
10/08/2023 15:20;11.6;326.2;-8.7;8.8;15.21;18.66;0;0;0.068;337.57;0.018;132.71;0.09;82.32;0.053;138.81;0.065;98;0.098;84.11;0.094;97.35;0.066;115.02;0.025;6.84;0.032;71.57;0.068;354.12;0.086;345.15
10/08/2023 15:30;11.6;326.3;-8.7;8.8;15.189;18.66;0;0;0.035;129.17;0.035;175.1;0.059;116.13;0.09;102.18;0.12;79.44;0.142;94.03;0.15;103.11;0.12;93.34;0.059;42.27;0.083;53.82;0.091;70.77;0.089;346.28
10/08/2023 15:40;11.6;326.2;-8.7;8.8;15.198;18.66;0;0;0.07;189.06;0.016;127.57;0.095;90;0.115;90;0.091;100.08;0.087;110.94;0.131;121.26;0.116;106.08;0.066;98.75;0.052;57.53;0.073;63.08;0.123;4.65
10/08/2023 15:50;11.6;326.3;-8.7;8.8;15.205;18.66;0;0;0.01;11.31;0.053;29.48;0.028;73.5;0.044;93.9;0.059;89.03;0.076;102.94;0.06;79.44;0.06;35.54;0.101;25.29;0.117;27;0.104;8.29;0.117;30.71
10/08/2023 16:00;11.6;326.3;-8.7;8.7;15.153;18.67;0;0;0.045;62.3;0.088;34.41;0.112;13.91;0.1;26.82;0.074;53.75;0.074;52.67;0.114;41.09;0.081;46.01;0.064;50.08;0.081;72.01;0.134;58.45;0.124;19.75
10/08/2023 16:10;11.6;326.3;-8.7;8.8;15.112;18.68;0;0;0.051;104.86;0.044;69.9;0.082;59.04;0.067;90;0.1;120.67;0.088;83.44;0.045;77.2;0.049;10.62;0.069;23.96;0.086;81.96;0.079;62.14;0.093;25.46
10/08/2023 16:20;11.6;326.3;-8.7;8.7;15.13;18.69;0;0;0.026;35.54;0.035;190.01;0.121;64.07;0.108;78.79;0.078;93.67;0.102;79.8;0.076;86.24;0.08;80.66;0.112;46.45;0.099;78.35;0.09;65.71;0.076;52.98
10/08/2023 16:30;11.6;326.3;-8.7;8.8;15.132;18.68;0;0;0.008;75.96;0.038;86.99;0.076;83.99;0.051;79.8;0.105;80.09;0.075;94.57;0.089;65.45;0.118;52.94;0.088;57.03;0.067;32.74;0.073;17.45;0.081;24.68
10/08/2023 16:40;11.6;326.3;-8.7;8.8;15.113;18.71;0;0;0.056;92.05;0.088;90.65;0.087;58.7;0.095;94.21;0.104;85.6;0.07;92.45;0.036;39.4;0.105;45.38;0.099;27.6;0.056;60.26;0.072;3.18;0.083;354.49
10/08/2023 16:50;11.6;326.3;-8.7;8.8;15.093;18.75;0;0;0.035;124.59;0.08;128.44;0.096;93.58;0.123;86.28;0.076;67.5;0.075;28.61;0.064;28.18;0.083;65.9;0.066;54.87;0.072;68.79;0.099;16.98;0.126;2.27
10/08/2023 17:00;11.6;326.3;-8.7;8.7;15.064;18.71;0;0;0.055;240.64;0.059;153.87;0.098;122.07;0.093;112.71;0.078;91.47;0.071;85.97;0.109;85.28;0.147;78.23;0.096;87.61;0.053;81.25;0.047;57.99;0.077;2.23
10/08/2023 17:10;11.6;326.3;-8.7;8.8;15.038;18.71;0;0;0.048;40.73;0.073;97.13;0.056;126.25;0.111;95.71;0.098;99.37;0.127;90.9;0.141;64.34;0.135;52.2;0.092;36.62;0.078;45.52;0.144;21.95;0.129;16.61
10/08/2023 17:20;11.6;326.3;-8.7;8.8;15.073;18.69;0;0;0.072;176.03;0.055;180;0.046;53.88;0.06;56.58;0.092;97.51;0.071;90;0.106;83.48;0.111;68.29;0.074;59.3;0.085;64.04;0.084;33.88;0.015;47.73
10/08/2023 17:30;11.6;326.3;-8.7;8.8;15.029;18.72;0;0;0.079;206.24;0.055;39.81;0.047;45.86;0.034;36.53;0.036;80.27;0.071;107.93;0.054;146.31;0.065;93.52;0.075;48.24;0.048;33.02;0.069;59.74;0.057;55.75
10/08/2023 17:40;11.6;326.3;-8.7;8.7;15.004;18.71;0;0;0.016;150.26;0.096;41.63;0.028;106.5;0.037;30.7;0.084;99.57;0.013;112.62;0.018;150.64;0.073;188.69;0.063;239.35;0.049;243.43;0.008;90;0.103;19.32
10/08/2023 17:50;11.6;326.3;-8.7;8.7;15.005;18.69;0;0;0.036;149.86;0.072;141.22;0.074;91.55;0.122;92.82;0.123;90;0.065;60.69;0.117;9.87;0.164;62.81;0.24;70.28;0.239;16.01;0.174;40.82;0.242;56.44
10/08/2023 18:00;11.6;326.3;-8.7;8.8;15.025;18.73;0;0;0.074;161.08;0.046;134.12;0.133;80.47;0.21;94.38;0.205;101.26;0.112;97.7;0.052;115.08;0.064;177.32;0.04;154.72;0.032;51.34;0.129;352.43;0.129;14.79
10/08/2023 18:10;11.6;326.3;-8.7;8.8;15.017;18.77;0;0;0.091;156.8;0.033;301.26;0.04;355.71;0.132;115.02;0.223;96.17;0.119;90;0.137;225.59;0.163;215.74;0.09;88.73;0.218;70.4;0.221;117.14;0.047;124.7
10/08/2023 18:20;11.6;326.3;-8.7;8.7;14.99;18.74;0;0;0.06;126.87;0.079;180;0.049;214.99;0.15;171.98;0.14;159.88;0.094;106.11;0.132;101.4;0.073;115.87;0.069;280.82;0.152;304.53;0.169;320.28;0.279;338.58
10/08/2023 18:30;11.6;326.3;-8.7;8.8;14.962;18.76;0;0;0.037;135;0.026;226.55;0.069;40.87;0.143;125.02;0.076;135;0.138;101.72;0.162;75.71;0.079;65.38;0.092;344.31;0.145;22.68;0.177;21.2;0.205;37.26
10/08/2023 18:40;11.6;326.3;-8.7;8.8;14.972;18.74;0;0;0.028;316.47;0.03;279.46;0.094;120.65;0.144;151.29;0.163;174.01;0.158;184.73;0.155;168.47;0.091;184.4;0.155;182.95;0.078;232.84;0.062;255.07;0.082;24.39
10/08/2023 18:50;11.6;326.3;-8.7;8.8;14.991;18.77;0;0;0.133;141.41;0.236;194.98;0.204;195.67;0.188;134.14;0.135;145.84;0.038;280.71;0.047;71.57;0.085;52.18;0.141;346.06;0.162;340.89;0.19;349.99;0.159;346.57
10/08/2023 19:00;11.6;326.3;-8.7;8.8;14.979;18.78;0;0;0.052;102.17;0.071;170.27;0.078;214.09;0.064;202.14;0.095;128.57;0.188;108.63;0.223;96.71;0.126;72;0.073;20.92;0.115;41.47;0.153;26.73;0.117;346.68
10/08/2023 19:10;11.6;326.3;-8.7;8.8;14.928;18.79;0;0;0.013;38.66;0.074;132.27;0.275;58.39;0.4;85.7;0.209;102.44;0.079;107.74;0.108;96.93;0.075;66.5;0.128;332.64;0.159;323.2;0.236;334.63;0.19;0
10/08/2023 19:20;11.6;326.3;-8.7;8.8;14.95;18.78;0;0;0.034;34.16;0.165;196.9;0.126;143.04;0.168;118.09;0.04;175.71;0.011;26.57;0.085;32.94;0.073;352.09;0.148;323.52;0.215;318.39;0.244;313.17;0.191;302.2
10/08/2023 19:30;11.6;326.3;-8.7;8.7;14.96;18.78;0;0;0.061;117.41;0.083;94.82;0.118;43.97;0.093;84.47;0.061;113.2;0.029;264.09;0.076;194.4;0.019;288.43;0.063;278.26;0.112;235.89;0.113;291.33;0.141;345.67
10/08/2023 19:40;11.6;326.3;-8.7;8.8;14.978;18.79;0;0;0.066;106.78;0.056;93.07;0.166;90;0.18;97.01;0.116;96.94;0.033;148.74;0.081;154.38;0.068;154.93;0.049;118.14;0.144;325.76;0.217;328.95;0.18;298.84
10/08/2023 19:50;11.6;326.3;-8.7;8.8;14.977;18.79;0;0;0.018;189.46;0.055;81.57;0.071;44.43;0.091;106.03;0.078;142.25;0.095;135;0.07;105.83;0.056;53.75;0.071;325.86;0.082;303.5;0.117;312.57;0.189;340.9
10/08/2023 20:00;11.6;326.3;-8.7;8.8;14.968;18.79;0;0;0.053;111.19;0.139;164.96;0.14;145.51;0.102;118.57;0.067;130.79;0.134;110.61;0.075;146.94;0.006;0;0.046;20.41;0.047;341.57;0.031;56.82;0.106;349.11
10/08/2023 20:10;11.6;326.3;-8.7;8.8;14.969;18.78;0;0;0.085;135;0.128;111.13;0.094;107.28;0.086;106.96;0.111;80.71;0.088;92.6;0.092;95.59;0.107;101.31;0.072;123.69;0.09;150.02;0.031;153.43;0.057;58.52
10/08/2023 20:20;11.6;326.3;-8.7;8.8;14.983;18.77;0;0;0.079;139.09;0.07;78.53;0.024;34.99;0.035;86.73;0.118;110.9;0.171;166.13;0.237;186.55;0.217;193.59;0.16;177.14;0.121;192.89;0.136;196.18;0.028;288.43
10/08/2023 20:30;11.6;326.3;-8.7;8.8;14.999;18.76;0;0;0.082;75.96;0.098;93.5;0.105;114.13;0.106;101.94;0.083;143.82;0.057;132.88;0.037;169;0.056;106.5;0.115;41.84;0.141;4.46;0.159;336.33;0.242;331.64
10/08/2023 20:40;11.6;326.3;-8.7;8.7;15.037;18.76;0;0;0.05;61.39;0.124;108.87;0.113;139.67;0.069;136.17;0.121;120.39;0.146;132.78;0.18;103.19;0.129;96.68;0.081;97.13;0.052;74.36;0.036;54.09;0.062;345.96
10/08/2023 20:50;11.6;326.4;-8.7;8.7;15.023;18.75;0;0;0.119;132.27;0.124;117.8;0.092;128.85;0.105;154.65;0.045;169.7;0.006;315;0.029;99.78;0.017;302.74;0.034;306.53;0.095;323.13;0.104;331.96;0.18;354.26
10/08/2023 21:00;11.6;326.3;-8.7;8.8;14.989;18.75;0;0;0.047;166.55;0.082;129.54;0.091;127;0.124;103.03;0.096;96.01;0.166;98.33;0.146;95.12;0.089;87.43;0.067;15.48;0.013;282.99;0.16;209.61;0.241;217.25
10/08/2023 21:10;11.6;326.2;-8.7;8.8;15.019;18.75;0;0;0.038;128.66;0.016;248.2;0.102;33.38;0.149;100.41;0.101;107.35;0.073;130.01;0.09;86.19;0.069;71.3;0.072;38.78;0.07;49.04;0.038;15.12;0.107;8.05
10/08/2023 21:20;11.6;326.3;-8.7;8.8;15.05;18.74;0;0;0.084;93.41;0.096;117.37;0.162;111.67;0.111;119.81;0.129;99.83;0.173;97.99;0.129;110.82;0.098;116.04;0.055;79.51;0.051;65.46;0.093;8.65;0.165;359.65
10/08/2023 21:30;11.6;326.3;-8.7;8.8;15.085;18.74;0;0;0.169;115.96;0.118;123.55;0.144;118.17;0.11;149.48;0.057;116.11;0.079;98.03;0.075;121.36;0.088;136.37;0.064;78.34;0.1;59.33;0.074;19.65;0.145;324
10/08/2023 21:40;11.6;326.3;-8.7;8.8;15.079;18.73;0;0;0.156;115.91;0.133;97.34;0.119;124.76;0.06;140.44;0.082;140.46;0.111;143.03;0.111;133.91;0.104;127.2;0.062;89.08;0.054;2.12;0.098;338.42;0.142;346.94
10/08/2023 21:50;11.6;326.3;-8.7;8.8;15.132;18.7;0;0;0.042;80.31;0.092;102.53;0.091;91.89;0.125;116.57;0.102;139.76;0.084;148.57;0.107;153.91;0.073;123.25;0.019;83.99;0.018;286.39;0.043;311.19;0.02;290.22
10/08/2023 22:00;11.6;326.3;-8.7;8.8;15.162;18.69;0;0;0.103;69.64;0.07;101.47;0.158;106.14;0.125;93.21;0.092;96.89;0.113;104.9;0.132;99.18;0.091;114.03;0.1;127.67;0.045;82.41;0.048;21.8;0.104;37.2
10/08/2023 22:10;11.6;326.2;-8.7;8.8;15.157;18.68;0;0;0.092;112.95;0.057;94.01;0.092;98.13;0.066;159.65;0.095;158.31;0.08;178.57;0.054;181.06;0.081;132.99;0.033;152.65;0.044;281.82;0.026;144.46;0.116;344.05
10/08/2023 22:20;11.6;326.3;-8.7;8.8;15.153;18.66;0;0;0.111;122.83;0.103;122.3;0.127;125.7;0.12;111.45;0.142;131.57;0.155;131.08;0.145;128.29;0.092;107.65;0.057;342.53;0.102;340.5;0.07;40.96;0.063;57.32
10/08/2023 22:30;11.6;326.3;-8.7;8.8;15.196;18.65;0;0;0.128;134.05;0.128;110.56;0.154;155.43;0.126;149.97;0.157;151.48;0.121;140.01;0.102;151.16;0.07;158.2;0.078;133.96;0.063;159.55;0.007;278.13;0.107;341.4
10/08/2023 22:40;11.6;326.3;-8.7;8.7;15.21;18.64;0;0;0.089;100.3;0.103;118.3;0.102;143.81;0.076;146.31;0.104;149.23;0.167;127.21;0.147;137.75;0.107;140.67;0.079;122.08;0.078;81.14;0.048;39.04;0.045;29.43
10/08/2023 22:50;11.6;326.3;-8.7;8.7;15.217;18.63;0;0;0.035;117.3;0.065;69.34;0.044;111.32;0.038;65.43;0.053;140.33;0.066;130.7;0.074;143.29;0.047;171.35;0.045;336.3;0.056;355.91;0.061;95.62;0.005;338.2
10/08/2023 23:00;11.6;326.3;-8.7;8.8;15.236;18.62;0;0;0.154;100.87;0.172;126.47;0.12;122.36;0.119;121.54;0.104;131.5;0.142;117.65;0.184;119.21;0.197;120.47;0.104;101.63;0.105;119;0.134;129.26;0.04;48.01
10/08/2023 23:10;11.6;326.2;-8.7;8.8;15.284;18.61;0;0;0.042;91.36;0.152;131.01;0.048;133.32;0.093;131.07;0.095;119.52;0.12;147.89;0.105;147.82;0.091;125.61;0.095;102.14;0.055;82.75;0.045;132.27;0.065;170.25
10/08/2023 23:20;11.6;326.3;-8.7;8.7;15.291;18.59;0;0;0.094;90;0.039;145.49;0.035;118.74;0.086;114.78;0.103;134.22;0.086;142.07;0.099;122.25;0.043;118.93;0.083;131.58;0.136;139.17;0.022;103.39;0.063;321.48
10/08/2023 23:30;11.6;326.3;-8.7;8.8;15.316;18.58;0;0;0.119;115.48;0.142;149.45;0.171;126.2;0.121;114.44;0.087;155.5;0.091;176.86;0.102;150.67;0.079;140.66;0.063;110.45;0.04;110.22;0.169;158.14;0.108;169.84
10/08/2023 23:40;11.6;326.3;-8.7;8.7;15.351;18.57;0;0;0.024;150.26;0.047;134.14;0.052;149.98;0.095;139.27;0.098;147.12;0.093;116.29;0.117;111.53;0.094;131.53;0.13;148.51;0.107;146.46;0.106;119.95;0.113;121.57
10/08/2023 23:50;11.6;326.3;-8.7;8.8;15.375;18.56;0;0;0.17;129.98;0.097;98.88;0.097;127.46;0.183;138.55;0.113;146.17;0.092;144.75;0.124;131.4;0.113;138.58;0.049;106.59;0.123;128.73;0.095;142.28;0.095;187.28
11/08/2023 00:00;11.6;326.3;-8.7;8.7;15.396;18.56;0;0;0.084;101.71;0.085;102.24;0.108;108.43;0.128;118.97;0.136;115.81;0.092;107.06;0.085;119.58;0.14;123.92;0.057;121.48;0.046;114.34;0.04;150.26;0.037;235.89
11/08/2023 00:10;11.6;326.3;-8.7;8.8;15.417;18.55;0;0;0.138;104.64;0.053;93.24;0.095;137.56;0.075;145.89;0.088;137.29;0.085;153.43;0.076;132.32;0.031;84.47;0.018;282.53;0.06;169.44;0.048;249.3;0.049;241.86
11/08/2023 00:20;11.6;326.3;-8.7;8.7;15.424;18.53;0;0;0.189;108.53;0.102;118.07;0.087;132.67;0.066;140.53;0.066;110.35;0.088;138.69;0.055;106.8;0.068;95.88;0.032;86.42;0.014;225;0.066;203.09;0.077;280.44
11/08/2023 00:30;11.6;326.3;-8.7;8.8;15.46;18.52;0;0;0.123;83.92;0.146;125.22;0.1;93.43;0.068;84.96;0.081;118.78;0.053;109.8;0.081;109.56;0.067;138.01;0.067;139.21;0.049;109.18;0.07;144.94;0.033;229.97
11/08/2023 00:40;11.6;326.3;-8.7;8.8;15.486;18.51;0;0;0.112;172.81;0.115;93.98;0.099;156.8;0.056;171.72;0.091;137.22;0.108;161.57;0.116;148.36;0.098;165.26;0.097;169.27;0.054;162.9;0.037;336.19;0.068;342.9
